state,mp_name,total_works,works_with_sanction_data,total_sanctioned_amount,high_critical_count,avg_risk_score,max_risk_score,critical_count,high_count,medium_count,low_count,dataset_version,high_critical_rate_pct,small_sample_warning
Andhra Pradesh,Midhun Reddy,68,17,6281608.0,0,11.287647058823529,21.99,0,0,0,68,V22,0.0,False
Andhra Pradesh,PRABHAKAR REDDY VEMIREDDY,62,0,0.0,0,3.34,3.34,0,0,0,62,V22,0.0,False
Andhra Pradesh,Putta Mahesh Kumar,55,53,30958000.0,0,19.702727272727273,28.17,0,0,3,52,V22,0.0,False
Andhra Pradesh,TANGELLA UDAY SRINIVAS,3,0,0.0,0,8.0,8.0,0,0,0,3,V22,0.0,True
Andhra Pradesh,Y S Avinash Reddy,53,48,22325651.0,0,19.840566037735847,41.94,0,0,2,51,V22,0.0,False
Arunachal Pradesh,Kiren Rijiju,43,0,0.0,0,3.3400000000000003,3.34,0,0,0,43,V22,0.0,False
Arunachal Pradesh,Shri Tapir Gao,76,45,46995613.0,0,21.481973684210526,33.76,0,0,13,63,V22,0.0,False
Assam,AMARSING TISSO,46,33,36682540.0,0,28.557391304347824,48.82,0,0,24,22,V22,0.0,False
Assam,BIJULI KALITA MEDHI,40,40,28150000.0,0,19.29925,29.33,0,0,3,37,V22,0.0,False
Assam,Dilip Saikia,1,0,0.0,0,3.34,3.34,0,0,0,1,V22,0.0,True
West Bengal,Sudip Bandyopadhyay,8,1,5000000.0,0,5.63625,14.22,0,0,0,8,V22,0.0,False
