sr_no,state,ida,mp_name,mp_key,constituency,work_raw,work_id,work_category,work_description,recommended_date,recommended_amount,sanction_date,sr_no_san,work_raw_san,sanction_date_san,sanction_amount,work_status,sr_no_comp,work_raw_comp,completion_date,amount_disbursed,completion_status,expenditure_amount,expenditure_date,vendor_name,vendor_key,expenditure_transaction_count,payment_status,allocated_amount,allocation_state,allocation_constituency,calamity_count,calamity_consent_amount,calamity_types,effective_sanction_amount,recommendation_to_sanction_days,sanction_to_expenditure_days,project_duration_days,utilization_pct,cost_overrun_amount,cost_deviation_pct,remaining_sanction_amount,allocation_utilization_pct,effectively_completed,mp_total_projects,mp_total_sanction_amount,mp_total_expenditure_amount,mp_utilization_pct,category_median_sanction,cost_vs_category_median_pct,vendor_project_count,vendor_total_payment,vendor_average_payment,vendor_mp_count,vendor_state_count,vendor_payment_share_pct,flag_unusual_expenditure,flag_cost_overrun,flag_extreme_cost_overrun,flag_delayed_project,flag_suspicious_vendor,flag_multiple_payments,flag_duplicate_payment,flag_duplicate_beneficiary,flag_geographic_inconsistency,flag_transaction_outlier,anomaly_count,rule_score,ml_anomaly_score,risk_score,risk_category,risk_signal_strength,anomaly_type,explanation
,West Bengal,PASCHIM BARDHAMAN(DISTRICT MAGISTRATE PASCHIM BARDHAMAN_IDA),AZAD KIRTI JHA,AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,,WS/MP18277/2024,Normal/Others,Installation of Solar High Mast Light At Rajkusum near Hari Mandir Tilakchandrapur GP,2024-10-30,,,7585,WS/MP18277/2024-2025/150085-Lighting of public spaces,2025-03-12,420000.0,Vendor Identification,20836,WS/MP18277/2024-2025/154152-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,2026-01-08,998312.0,Completed,398628.0,2026-07-21,RANGAMATI ENGINEERS CO OPERATIVE SOCIETY LTD,RANGAMATI ENGINEERS CO OPERATIVE SOCIETY LTD,1.0,Payment In-Progress,179658399.98,West Bengal,BARDHAMAN-DURGAPUR,,,,420000.0,,,435.0,94.91142857142857,-21372.0,-5.088571428571428,21372.0,0.23377699013614472,1,2,1281205.0,398628.0,31.113522035895897,600000.0,-30.0,1,398628.0,398628.0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,17.073970917495693,10.24,Low,0.3,None,No material anomaly signal detected.
,West Bengal,PASCHIM BARDHAMAN(DISTRICT MAGISTRATE PASCHIM BARDHAMAN_IDA),AZAD KIRTI JHA,AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,,WS/MP18277/2025,Normal/Others,Construction of stage with shed at Amrai Babu Para Durgamandir,2024-11-04,,,7961,WS/MP18277/2025-2026/150713-Construction of common work sheds/ common covered sitting area,2026-01-20,861205.0,Sanction,,,,,,,,,,,,179658399.98,West Bengal,BARDHAMAN-DURGAPUR,,,,861205.0,,,,,,,,0.47935693521475836,0,2,1281205.0,398628.0,31.113522035895897,600000.0,43.53416666666667,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2.696641325943162,1.62,Low,0.0,None,No material anomaly signal detected.
3812,Chhattisgarh,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),KAMLESH JANGDE,KAMLESH JANGDE,JANJGIR CHAMPA(SC),"WS/MP18278/2024-2025/142729-Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18278/2024,Normal/Others,GRAM PANCHAYAT TUSMA ME C.C. ROAD NIRMARAN(JITENDRA SAHU KE GHAR SE DHANI RAM SAHU GHAR KI ORE),2024-09-23,499989.0,2024-10-04,8421,"WS/MP18278/2024-2025/151475-Construction of roads, link roads, pathways or any other road with or without drainage system",2024-12-10,400000.0,Physical Inspection,327,"WS/MP18278/2024-2025/134665-Construction of roads, link roads, pathways or any other road with or without drainage system",2025-08-29,881196.0,Completed,,,,,,,150384382.11,Chhattisgarh,JANJGIR CHAMPA(SC),,,,400000.0,11.0,,340.0,,,,,0.2659850673239568,1,2,650000.0,2064285.0,317.5823076923077,600000.0,-33.33333333333333,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10.355127239914726,6.21,Low,0.0,None,No material anomaly signal detected.
3369,Chhattisgarh,SAKTI(COLLECTOR SAKTI_IDA),KAMLESH JANGDE,KAMLESH JANGDE,JANJGIR CHAMPA(SC),WS/MP18278/2025-2026/141850-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP18278/2025,Normal/Others,GRAM ADBHAR ME (MUKTIDHAM NIRMARAN),2024-09-19,250000.0,2026-02-05,3324,WS/MP18278/2025-2026/141850-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,2026-02-05,250000.0,Vendor Identification,17194,WS/MP18278/2025-2026/234666-Installing tube-wells and borewells,2026-03-24,1245584.0,Completed,2064285.0,2026-08-27,SARPANCH GRAM PANCHAYAT SENDURAS,SARPANCH GRAM PANCHAYAT SENDURAS,6.0,Payment In-Progress,150384382.11,Chhattisgarh,JANJGIR CHAMPA(SC),,,,250000.0,504.0,203.0,551.0,825.7139999999999,1814285.0,725.7139999999999,-1814285.0,0.166240667077473,1,2,650000.0,2064285.0,317.5823076923077,600000.0,-58.333333333333336,1,2064285.0,2064285.0,1,1,100.0,0,1,0,0,0,1,0,0,0,0,2,8,46.77365545797803,31.26,Medium,26.6,None,expenditure exceeds effective sanctioned amount
4246,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),Piyush Vedprakash Goyal,PIYUSH VEDPRAKASH GOYAL,MUMBAI NORTH,"WS/MP18307/2025-2026/143613-Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18307/2025,Normal/Others,"Ward 10 - Construction of drainge and CC passages, Pavour block at Nutan Nagar Dahisar (West)",2024-09-25,1500000.0,2026-01-30,4177,WS/MP18307/2025-2026/143612-Tree plantation for community,2026-03-25,1500000.0,Work partially Completed,,,,,,7993929.0,2026-08-19,RENUKA CO OP LABOUR SOCIETY LIMITED,RENUKA CO OP LABOUR SOCIETY LIMITED,4.0,Payment In-Progress,147000000.0,Maharashtra,MUMBAI NORTH,,,,1500000.0,492.0,201.0,,532.9286,6493929.0,432.92859999999996,-6493929.0,1.0204081632653061,1,1,1500000.0,7993929.0,532.9286,600000.0,150.0,1,7993929.0,7993929.0,1,1,100.0,0,1,0,0,0,1,0,0,0,0,2,8,92.27726511842357,58.57,Medium,60.7,ML Anomaly,expenditure exceeds effective sanctioned amount
,Maharashtra,MUMBAI SUBURBAN(DISTRICT COLLECTOR MUMBAI SUBURBAN_IDA),RAVINDRA DATTARAM WAIKAR,RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,,WS/MP18308/2025,Normal/Others,"P/F C.C.T.V. Camera at Majaswadi Sarvoday Nagar, Near M.H.B. Colony, Jogeshwari (E)",2024-10-10,,,5665,WS/MP18308/2025-2026/146670-Providing CCTV camera system for security of public areas,2026-03-25,100000.0,Sanction,,,,,,8094991.0,2026-08-05,Mahendra Jagannath Lokhande,MAHENDRA JAGANNATH LOKHANDE,4.0,Payment In-Progress,147000000.0,Maharashtra,MUMBAI NORTH WEST,,,,100000.0,,,,8094.991,7994991.0,7994.991,-7994991.0,0.06802721088435373,0,1,100000.0,8094991.0,8094.991,600000.0,-83.33333333333334,1,8094991.0,8094991.0,1,1,100.0,0,1,1,0,0,1,0,0,0,0,3,26,100.0,70.4,High,75.5,Cost Overrun,cost deviation is unusually high
3985,Meghalaya,WEST GARO HILLS(DEPUTY COMMISSIONER WEST GARO HILLS_IDA),SALENG A SANGMA,SALENG A SANGMA,TURA,WS/MP18309/2024-2025/143138-Construction of rooms and halls in school and colleges,WS/MP18309/2024,Normal/Others,extension of class room for christian boys school at tura,2024-11-20,1000000.0,2025-01-10,3919,WS/MP18309/2024-2025/143138-Construction of rooms and halls in school and colleges,2025-01-10,1000000.0,Physical Inspection,2281,WS/MP18309/2024-2025/157109-Construction of footpaths and pedestrian ways,2026-04-23,200000.0,Completed,,,,,,,147000000.0,Meghalaya,TURA,,,,1000000.0,51.0,,519.0,,,,,0.6802721088435374,1,1,1000000.0,0.0,0.0,600000.0,66.66666666666666,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2.4761351885008853,1.49,Low,0.0,None,No material anomaly signal detected.
4260,Punjab,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),MALVINDER SINGH KANG,MALVINDER SINGH KANG,ANANDPUR SAHIB,WS/MP18311/2024-2025/143656-Construction of community centers and community halls,WS/MP18311/2024,Normal/Others,Construction of community center at village Nurpur Kalan,2024-10-28,700000.0,2024-11-21,7726,WS/MP18311/2024-2025/150245-Construction of rooms and halls in school and colleges,2025-01-28,500000.0,Physical Inspection,4447,WS/MP18311/2024-2025/150245-Construction of rooms and halls in school and colleges,2026-04-16,500000.0,Completed,503751.0,2026-08-26,PUNJAB CEMENT AND IRON STORE,PUNJAB CEMENT AND IRON STORE,11.0,Payment In-Progress,147000000.0,Punjab,ANANDPUR SAHIB,,,,500000.0,24.0,643.0,535.0,100.75019999999999,3751.0,0.7502,-3751.0,0.3401360544217687,1,1,500000.0,503751.0,100.75019999999999,600000.0,-16.666666666666664,1,503751.0,503751.0,1,1,100.0,0,1,0,0,0,1,1,0,0,0,3,26,29.227737755118678,27.94,Low,22.4,Duplicate Payment,expenditure exceeds effective sanctioned amount; possible repeated work/vendor/amount payment pattern
4325,Rajasthan,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),RAJ KUMAR ROAT,RAJ KUMAR ROAT,BANSWARA(ST),WS/MP18313/2024-2025/143850-Construction of public libraries and reading rooms,WS/MP18313/2024,Normal/Others,GSSS Rastapal mein Library nirman kary,2024-09-26,2000000.0,2024-12-17,5496,WS/MP18313/2024-2025/146374-Construction of public toilets and bathrooms,2024-12-17,300000.0,Work partially Completed,1954,WS/MP18313/2024-2025/146002-Construction of common work sheds/ common covered sitting area,2026-08-27,978862.0,Completed,,,,,,,147000000.0,Rajasthan,BANSWARA(ST),,,,300000.0,82.0,,700.0,,,,,0.20408163265306123,1,1,300000.0,0.0,0.0,600000.0,-50.0,0,0.0,0.0,0,0,,0,0,0,1,0,0,0,0,0,0,1,14,10.965158753109662,12.18,Low,2.7,Delayed Project,project duration is unusually long
3129,Punjab,BARNALA(DEPUTY COMMISSIONER BARNALA_IDA),GURMEET SINGH MEET HAYER,GURMEET SINGH MEET HAYER,SANGRUR,WS/MP18314/2024-2025/141414-Construction of toilet blocks,WS/MP18314/2024,Normal/Others,"Construction of toilets in G.S.S.S (Smart) Handaiya W.no 9, NP Handaiya",2024-09-25,300000.0,2024-11-29,3087,WS/MP18314/2024-2025/141414-Construction of toilet blocks,2024-11-29,300000.0,Physical Inspection,6223,WS/MP18314/2024-2025/141075-Installing tube-wells and borewells,2026-03-18,142700.0,Completed,,,,,,,147000000.0,Punjab,SANGRUR,1.0,7500000.0,National Calamity,300000.0,65.0,,539.0,,,,,0.20408163265306123,1,1,300000.0,0.0,0.0,600000.0,-50.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,24.613572737873568,14.77,Low,6.0,None,No material anomaly signal detected.
4287,Gujarat,SABAR KANTHA(DISTRICT COLLECTOR SABARKANTHA_IDA),SHOBHANABEN MAHENDRASINH BARAIYA,SHOBHANABEN MAHENDRASINH BARAIYA,SABARKANTHA,WS/MP18321/2024-2025/143694-Construction of rooms and halls in school and colleges,WS/MP18321/2024,Trust and Society,Construction of new library room in secondary school at Kadoli,2024-09-25,500000.0,2025-03-19,4217,WS/MP18321/2024-2025/143694-Construction of rooms and halls in school and colleges,2025-03-19,500000.0,Physical Inspection,14030,WS/MP18321/2024-2025/163337-Construction of common work sheds/ common covered sitting area,2025-12-16,525000.0,Completed,900000.0,2026-08-25,GHADKAN GRAM PANCHAYAT,GHADKAN GRAM PANCHAYAT,2.0,Payment In-Progress,147000000.0,Gujarat,SABARKANTHA,,,,500000.0,175.0,524.0,447.0,180.0,400000.0,80.0,-400000.0,0.3401360544217687,1,2,1100000.0,3700000.0,336.3636363636364,1000000.0,-50.0,1,900000.0,900000.0,1,1,100.0,0,1,0,0,0,1,0,0,0,0,2,8,38.79130085696383,26.47,Low,20.6,None,expenditure exceeds effective sanctioned amount
4284,Gujarat,SABAR KANTHA(DISTRICT COLLECTOR SABARKANTHA_IDA),SHOBHANABEN MAHENDRASINH BARAIYA,SHOBHANABEN MAHENDRASINH BARAIYA,SABARKANTHA,"WS/MP18321/2025-2026/143691-Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18321/2025,Normal/Others,Construction to CC road work from National Highway 8 to Modasia Kadwa Patidar Samajni Wadi near Sahakarijin at Himmatnagar.,2024-09-25,500000.0,2025-04-08,5200,WS/MP18321/2025-2026/145741-Construction of toilet blocks,2025-12-03,600000.0,Physical Inspection,13235,WS/MP18321/2025-2026/152523-Providing CCTV camera system for security of public areas,2026-03-13,500000.0,Completed,2800000.0,2026-08-25,JORAJINA MUVADA GRAM PANCHAYAT,JORAJINA MUVADA GRAM PANCHAYAT,6.0,Payment In-Progress,147000000.0,Gujarat,SABARKANTHA,,,,600000.0,195.0,504.0,534.0,466.6666666666667,2200000.0,366.66666666666663,-2200000.0,0.40816326530612246,1,2,1100000.0,3700000.0,336.3636363636364,600000.0,0.0,1,2800000.0,2800000.0,1,1,100.0,0,1,0,0,0,1,0,0,0,0,2,8,29.279786911398993,20.77,Low,13.5,None,expenditure exceeds effective sanctioned amount
2712,Jharkhand,DUMKA(DEPUTY COMMISSIONER DUMKA_IDA),NALIN SOREN,NALIN SOREN,DUMKA(ST),WS/MP18322/2024-2025/140655-Construction of common work sheds/ common covered sitting area,WS/MP18322/2024,Normal/Others,Construction of Guardwall near Pond from Jamni to Gamra Road in Panchayat- Bichiyapahari,2024-09-14,300000.0,2024-12-20,2678,WS/MP18322/2024-2025/140655-Construction of common work sheds/ common covered sitting area,2024-12-20,300000.0,Work partially Completed,2087,"WS/MP18322/2024-2025/140642-Construction of roads, link roads, pathways or any other road with or without drainage system",2025-09-16,450000.0,Completed,,,,,,,147364097.11,Jharkhand,DUMKA(ST),,,,300000.0,97.0,,367.0,,,,,0.2035774017439708,1,1,300000.0,0.0,0.0,600000.0,-50.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4.172242562707768,2.5,Low,0.0,None,No material anomaly signal detected.
4506,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,DR KALGE SHIVAJI BANDAPPA,LATUR(SC),WS/MP18323/2025-2026/144116-Providing drains and gutters for public drainage,WS/MP18323/2025,Normal/Others,"Construction of Public Gutter /Drainage at Karimnagar,Maharanapratap Nagar,Taluka Latur",2024-09-27,995696.0,2026-02-03,5672,"WS/MP18323/2025-2026/146716-Construction of roads, link roads, pathways or any other road with or without drainage system",2026-03-27,797573.0,Work Completed,20552,"WS/MP18323/2025-2026/181820-Construction of roads, link roads, pathways or any other road with or without drainage system",2025-11-14,988936.0,Completed,,,,,,,147000000.0,Maharashtra,LATUR(SC),,,,797573.0,494.0,,413.0,,,,,0.5425666666666666,1,3,3091677.0,3585791.0,115.98207057205524,600000.0,32.92883333333334,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,20.15332018524157,12.09,Low,2.6,None,No material anomaly signal detected.
4510,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,DR KALGE SHIVAJI BANDAPPA,LATUR(SC),WS/MP18323/2026-2027/144120-Construction of community centers and community halls,WS/MP18323/2026,Normal/Others,"Construction of Community centre /Hall in Municipal Corporation / Govt owned open space in front of Rudra Hanuman temple at ward No.02, Rudreshwar Nagar ( E), Latur Municipal Corporation",2024-09-27,1991059.0,2026-05-22,5673,WS/MP18323/2026-2027/146717-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,2026-08-14,794104.0,Physical Inspection,,,,,,3585791.0,2026-08-24,Bhimashankar Majur Sahkari Sanstha Maryadit,BHIMASHANKAR MAJUR SAHKARI SANSTHA MARYADIT,5.0,Payment In-Progress,147000000.0,Maharashtra,LATUR(SC),,,,794104.0,602.0,94.0,,451.5518118533593,2791687.0,351.55181185335925,-2791687.0,0.5402068027210885,0,3,3091677.0,3585791.0,115.98207057205524,600000.0,32.35066666666667,1,3585791.0,3585791.0,1,1,100.0,0,1,0,0,0,1,0,0,0,0,2,8,58.58302220972185,38.35,Medium,35.4,None,expenditure exceeds effective sanctioned amount
,Gujarat,AMRELI(DISTRICT COLLECTOR AMRELI_IDA),BHARATBHAI MANUBHAI SUTARIYA,BHARATBHAI MANUBHAI SUTARIYA,AMRELI,,WS/MP18324/2024,Normal/Others,C.C. Road work from vitthalbhai Togadia's house to panchayat office in Sajantimba village,2024-11-06,,,8240,"WS/MP18324/2024-2025/151159-Construction of roads, link roads, pathways or any other road with or without drainage system",2025-03-27,300000.0,Physical Inspection,20516,WS/MP18324/2024-2025/153737-Construction of common work sheds/ common covered sitting area,2026-01-07,200000.0,Completed,,,,,,,147000000.0,Gujarat,AMRELI,,,,300000.0,,,427.0,,,,,0.20408163265306123,1,2,600000.0,3607870.0,601.3116666666667,600000.0,-50.0,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10.389297310131512,6.23,Low,0.0,None,No material anomaly signal detected.
,Gujarat,AMRELI(DISTRICT COLLECTOR AMRELI_IDA),BHARATBHAI MANUBHAI SUTARIYA,BHARATBHAI MANUBHAI SUTARIYA,AMRELI,,WS/MP18324/2025,Normal/Others,Block paving work in different areas of Hadida village,2024-11-06,,,8225,"WS/MP18324/2025-2026/151103-Construction of roads, link roads, pathways or any other road with or without drainage system",2026-01-31,300000.0,Physical Inspection,21738,"WS/MP18324/2025-2026/219942-Construction of roads, link roads, pathways or any other road with or without drainage system",2026-03-12,400000.0,Completed,3607870.0,2026-08-25,LUVARIYA GRAM PANCHAYAT,LUVARIYA GRAM PANCHAYAT,12.0,Payment In-Progress,147000000.0,Gujarat,AMRELI,,,,300000.0,,,491.0,1202.6233333333334,3307870.0,1102.6233333333334,-3307870.0,0.20408163265306123,1,2,600000.0,3607870.0,601.3116666666667,600000.0,-50.0,1,3607870.0,3607870.0,1,1,100.0,0,1,0,0,0,1,0,0,0,0,2,8,40.526768527636385,27.52,Low,21.9,None,expenditure exceeds effective sanctioned amount
1174,Maharashtra,SOLAPUR(DISTRICT COLLECTOR SOLAPUR_IDA),PRANITI SUSHILKUMAR SHINDE,PRANITI SUSHILKUMAR SHINDE,SOLAPUR(SC),WS/MP18327/2025-2026/137670-Street lights,WS/MP18327/2025,Normal/Others,Installation of Light in front of Khandoba Temple at Waluj Gaon in Mohol Taluka,2024-08-29,499880.0,2026-03-09,1164,WS/MP18327/2025-2026/137670-Street lights,2026-03-09,499880.0,Physical Inspection,,,,,,,,,,,,147000000.0,Maharashtra,SOLAPUR(SC),,,,499880.0,557.0,,,,,,,0.3400544217687075,0,1,499880.0,0.0,0.0,600000.0,-16.686666666666667,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,11.922538215601882,7.15,Low,0.0,None,No material anomaly signal detected.
4536,Himachal Pradesh,KULLU(DEPUTY COMMISSIONER KULLU_IDA),Kangana Ranaut,KANGANA RANAUT,MANDI,WS/MP18328/2024-2025/144162-Construction of community centers and community halls,WS/MP18328/2024,Normal/Others,"Construction of Asha Mahila Mandal Bhawan Shadabai in GP Mashgan, Development block Bhunter.",2024-09-28,300000.0,2025-02-01,7552,WS/MP18328/2024-2025/149978-Setting up of kitchen and pantries,2025-03-12,400000.0,Vendor Identification,3106,WS/MP18328/2024-2025/144156-Development of public parks,2026-08-18,1500000.0,Completed,,,,,,,147000000.0,Himachal Pradesh,MANDI,,,,400000.0,126.0,,689.0,,,,,0.27210884353741494,1,3,1680000.0,8466685.0,503.96934523809523,600000.0,-33.33333333333333,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,25.10037919157984,15.06,Low,6.3,None,No material anomaly signal detected.
,Himachal Pradesh,KULLU(DEPUTY COMMISSIONER KULLU_IDA),Kangana Ranaut,KANGANA RANAUT,MANDI,,WS/MP18328/2025,Normal/Others,"Construction of Proposed 2nd floor cum examination hall Saraswati Vidya Mandir School Village Bhalyani, Tehsil & District Kullu H.P. Work Executed By- BDO Kullu, (SMC Saraswati Vidya Mandir Bhalyani)",2024-10-18,,,6458,WS/MP18328/2025-2026/148181-Construction of rooms and halls in school and colleges,2025-12-19,1230000.0,Vendor Identification,19507,"WS/MP18328/2025-2026/222525-Construction of roads, link roads, pathways or any other road with or without drainage system",2026-08-25,100000.0,Completed,5001685.0,2026-08-27,GRAM PANCHAYAT KUMMI,GRAM PANCHAYAT KUMMI,57.0,Payment In-Progress,147000000.0,Himachal Pradesh,MANDI,,,,1230000.0,,,676.0,406.6410569105691,3771685.0,306.6410569105691,-3771685.0,0.836734693877551,1,3,1680000.0,8466685.0,503.96934523809523,600000.0,105.0,1,5001685.0,5001685.0,1,1,100.0,0,1,0,0,0,1,0,0,0,0,2,8,65.70843609188574,42.63,Medium,40.8,None,expenditure exceeds effective sanctioned amount
,Himachal Pradesh,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,KANGANA RANAUT,MANDI,,WS/MP18328/2026,Bar and Associations,Purchasing of Books for Library of BAR Assocation Chachiot at Gohar. Work Executed By - BAR Association Chachiot at Gohar District Mandi.,2024-10-18,,,6447,WS/MP18328/2026-2027/148155-Purchase Books for Library,2026-07-21,50000.0,Vendor Identification,,,,,,3465000.0,2026-08-27,GP Barot,GP BAROT,27.0,Payment In-Progress,147000000.0,Himachal Pradesh,MANDI,,,,50000.0,,,,6930.0,3415000.0,6830.0,-3415000.0,0.03401360544217687,0,3,1680000.0,8466685.0,503.96934523809523,50000.0,0.0,1,3465000.0,3465000.0,1,1,100.0,0,1,1,0,0,1,0,0,0,0,3,26,85.19884494891463,61.52,High,64.4,Cost Overrun,cost deviation is unusually high
,Chhattisgarh,RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),RADHE SHYAM RATHIYA,RADHE SHYAM RATHIYA,RAIGARH(ST),,WS/MP18335/2024,Normal/Others,Construction of Community hall,2024-11-05,,,7989,WS/MP18335/2024-2025/150742-Construction of community centers and community halls,2025-03-28,1000000.0,Work partially Completed,1689,WS/MP18335/2024-2025/150804-Construction of community centers and community halls,2026-07-11,998398.0,Completed,,,,,,,159706972.09,Chhattisgarh,RAIGARH(ST),,,,1000000.0,,,613.0,,,,,0.6261467404419062,1,2,2000000.0,1304437.0,65.22185,600000.0,66.66666666666666,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4.20303709978429,2.52,Low,0.0,None,No material anomaly signal detected.
,Chhattisgarh,RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),RADHE SHYAM RATHIYA,RADHE SHYAM RATHIYA,RAIGARH(ST),,WS/MP18335/2025,Normal/Others,Construction of community hall on the existing Community buiding,2024-11-05,,,7991,WS/MP18335/2025-2026/150744-Construction of additional rooms and halls in the existing public and community building,2026-01-19,1000000.0,Work partially Completed,16460,WS/MP18335/2025-2026/204362-Lighting of public spaces,2026-04-17,303640.0,Completed,1304437.0,2026-08-25,OJASH CONSTRUCTION,OJASH CONSTRUCTION,3.0,Payment In-Progress,159706972.09,Chhattisgarh,RAIGARH(ST),,,,1000000.0,,,528.0,130.4437,304437.0,30.4437,-304437.0,0.6261467404419062,1,2,2000000.0,1304437.0,65.22185,600000.0,66.66666666666666,1,1304437.0,1304437.0,1,1,100.0,0,1,0,0,0,1,0,0,0,0,2,8,14.85400464962478,12.11,Low,2.6,None,expenditure exceeds effective sanctioned amount
401,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,BRIJMOHAN AGRAWAL,RAIPUR,"WS/MP18336/2024-2025/135508-Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18336/2024,Normal/Others,"CC road nirman, main road se shamshan ghat tak, Gram Kapsada, Block Dharsiwa, Dist Raipur",2024-08-12,1000000.0,2024-09-20,6166,WS/MP18336/2024-2025/147591-Construction of community centers and community halls,2025-01-16,500000.0,Work partially Completed,12543,WS/MP18336/2024-2025/147595-Construction of common work sheds/ common covered sitting area,2026-04-03,1000000.0,Completed,,,,,,,153766451.11,Chhattisgarh,RAIPUR,,,,500000.0,39.0,,599.0,,,,,0.32516845930346316,1,2,1000000.0,802008.0,80.2008,600000.0,-16.666666666666664,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4.571079693433224,2.74,Low,0.0,None,No material anomaly signal detected.
,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,BRIJMOHAN AGRAWAL,RAIPUR,,WS/MP18336/2025,Normal/Others,ATIRIKTA KAKSHA NIRMAN - BAL GANGADHAR TILAK NAGAR WARD ANTARGAT PRATHAMIK SHAALA ME ATIRIKTA KAKSHA NIRMAN,2024-10-17,,,6155,WS/MP18336/2025-2026/147580-Construction of additional rooms and halls in the existing public and community building,2026-01-30,500000.0,Sanction,15947,"WS/MP18336/2025-2026/226326-Construction of roads, link roads, pathways or any other road with or without drainage system",2026-05-15,997712.0,Completed,802008.0,2026-08-17,GRAM PANCHAYAT LIMTARA,GRAM PANCHAYAT LIMTARA,3.0,Payment In-Progress,153766451.11,Chhattisgarh,RAIPUR,,,,500000.0,,,575.0,160.4016,302008.0,60.4016,-302008.0,0.32516845930346316,1,2,1000000.0,802008.0,80.2008,600000.0,-16.666666666666664,1,802008.0,802008.0,1,1,100.0,0,1,0,0,0,1,0,0,0,0,2,8,11.533587451836794,10.12,Low,0.1,None,expenditure exceeds effective sanctioned amount
3526,Kerala,THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA),K RADHAKRISHNAN,K RADHAKRISHNAN,ALATHUR(SC),"WS/MP18337/2024-2025/142178-Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)",WS/MP18337/2024,Normal/Others,"Purchase of bus to govt.nursing college ,Thrissur with a seating capacity of 44.",2024-09-21,2871509.0,2025-01-15,3474,"WS/MP18337/2024-2025/142178-Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)",2025-01-15,2871509.0,Physical Inspection,19612,"WS/MP18337/2024-2025/156909-Purchase of IT systems, including hardware and software for educational purposes",2025-10-31,1917000.0,Completed,,,,,,,147000000.0,Kerala,ALATHUR(SC),1.0,2500000.0,State Calamity,2871509.0,116.0,,405.0,,,,,1.9534074829931973,1,1,2871509.0,0.0,0.0,600000.0,378.58483333333334,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,17.523643926957426,10.51,Low,0.6,None,No material anomaly signal detected.
,Telangana,YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA),CHAMALA KIRAN KUMAR REDDY,CHAMALA KIRAN KUMAR REDDY,BHONGIR,,WS/MP18338/2024,Normal/Others,Providing of LED Street Lights in Nagaram (V),2024-10-29,,,7538,WS/MP18338/2024-2025/149945-Street lights,2025-01-29,100000.0,Work Completed,11878,WS/MP18338/2024-2025/153002-Street lights,2025-07-28,497567.0,Completed,,,,,,,147000000.0,Telangana,BHONGIR,,,,100000.0,,,272.0,,,,,0.06802721088435373,1,2,200000.0,1500000.0,750.0,600000.0,-83.33333333333334,0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,19.891510453122724,11.93,Low,2.4,None,No material anomaly signal detected.
