work_id,state,ida,mp_name,constituency,work_category,work_description,recommended_amount,effective_sanction_amount,expenditure_amount,amount_disbursed,allocated_amount,work_status,completion_status,effectively_completed,recommended_date,sanction_date,expenditure_date,completion_date,recommendation_to_sanction_days,sanction_to_expenditure_days,project_duration_days,utilization_pct,cost_overrun_amount,cost_deviation_pct,remaining_sanction_amount,vendor_name,vendor_project_count,vendor_total_payment,vendor_average_payment,vendor_mp_count,vendor_state_count,vendor_payment_share_pct,expenditure_transaction_count,calamity_count,calamity_consent_amount,anomaly_count,anomaly_type,ml_anomaly_score,rule_score,risk_score,risk_category,risk_signal_strength,explanation
WS/MP747/2025,Tamil Nadu,VIRUDHUNAGAR(DISTRICT COLLECTOR VIRUDHUNAGAR_IDA),Manickam Tagore B,VIRUDHUNAGAR,Normal/Others,Installation of Highmass Light (LED) in Anbinnagaram village at Kangarakkottai Panchayat,800000.0,749124.0,744259.0,2499149.0,147000000.0,Physical Inspection,Completed,1,2024-09-25,2025-04-01,2026-08-24,2026-01-23,188.0,510.0,485.0,99.35057480470523,-4865.0,-0.6494251952947709,4865.0,VEEKAY INDUSTRIES,1,744259.0,744259.0,1,1,100.0,1.0,,,0,None,20.43651946034659,0,12.26,Low,2.8,No material anomaly signal detected.
WS/MP18313/2024,Rajasthan,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),RAJ KUMAR ROAT,BANSWARA(ST),Normal/Others,GSSS Rastapal mein Library nirman kary,2000000.0,300000.0,,978862.0,147000000.0,Work partially Completed,Completed,1,2024-09-26,2024-12-17,,2026-08-27,82.0,,700.0,,,,,,0,0.0,0.0,0,0,,,,,1,Delayed Project,10.965158753109662,14,12.18,Low,2.7,project duration is unusually long
WS/MP18335/2025,Chhattisgarh,RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),RADHE SHYAM RATHIYA,RAIGARH(ST),Normal/Others,Construction of community hall on the existing Community buiding,,1000000.0,1304437.0,303640.0,159706972.09,Work partially Completed,Completed,1,2024-11-05,,2026-08-25,2026-04-17,,,528.0,130.4437,304437.0,30.4437,-304437.0,OJASH CONSTRUCTION,1,1304437.0,1304437.0,1,1,100.0,3.0,,,2,None,14.85400464962478,8,12.11,Low,2.6,expenditure exceeds effective sanctioned amount
WS/MP18323/2025,Maharashtra,LATUR(DISTRICT COLLECTOR LATUR_IDA),DR KALGE SHIVAJI BANDAPPA,LATUR(SC),Normal/Others,"Construction of Public Gutter /Drainage at Karimnagar,Maharanapratap Nagar,Taluka Latur",995696.0,797573.0,,988936.0,147000000.0,Work Completed,Completed,1,2024-09-27,2026-02-03,,2025-11-14,494.0,,413.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,20.15332018524157,0,12.09,Low,2.6,No material anomaly signal detected.
WS/MP413/2024,Bihar,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Alok Kumar Suman,GOPALGANJ (SC),Normal/Others,"Under the Member of Parliament Local Area Development Scheme, the boundary wall cum PCC of the District Planning Office located in the District Collectorate premises is being constructed from my MP Fund. An amount of up to ten lakh fifty thousand rupees is recommended for the construction work.",1032374.0,1032374.0,,1032374.0,147000000.0,Physical Inspection,Completed,1,2024-09-11,2024-10-01,,2025-03-25,20.0,,195.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,20.10273810359971,0,12.06,Low,2.6,No material anomaly signal detected.
WS/MP384/2024,Rajasthan,NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA),Shri Arjun Ram Meghwal,BIKANER(SC),Normal/Others,"Sarwjanik Samudayik Bhawan Nirman Karya,Megh Aashram, Katariyon ki Dhani, Akhasar Working Agency : Gram Panchayat Tantwas",,600000.0,999841.0,1495786.0,147000000.0,Work partially Completed,Completed,1,2024-10-04,,2026-08-25,2026-08-09,,,674.0,166.64016666666666,399841.0,66.64016666666667,-399841.0,NARBADA CONSTRUCTION COMPANY,1,999841.0,999841.0,1,1,100.0,1.0,,,1,None,14.745281874533573,8,12.05,Low,2.6,expenditure exceeds effective sanctioned amount
NA-CONSTRUCTIONOFPUBLICIRRIGATIONFACILITIES,Gujarat,Dahod(DISTRICT COLLECTOR DOHAD_IDA),Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),Normal/Others,nagvav game patel faliya ma samuhik kuva nu kam,300000.0,300000.0,,,147000000.0,,,0,2024-09-20,,,,,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,20.07181807751685,0,12.04,Low,2.5,No material anomaly signal detected.
WS/MP410/2025,Assam,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),Pradan Baruah,LAKHIMPUR,Normal/Others,"Const. of office building of Jonai Bar Association, Jonai LAC under MPLAD, FY 2024-25",,1000000.0,350377.0,698519.0,147000000.0,Vendor Identification,Completed,1,2024-10-19,,2026-08-25,2025-12-31,,,438.0,35.0377,-649623.0,-64.9623,649623.0,Manuj Kumar Telia,1,350377.0,350377.0,1,1,100.0,1.0,,,0,None,20.048329229501046,0,12.03,Low,2.5,No material anomaly signal detected.
WS/MP384/2025,Rajasthan,BIKANER(DISTRICT COLLECTOR BIKANER_IDA),Shri Arjun Ram Meghwal,BIKANER(SC),Normal/Others,"Toilet Building,Furniture and beautification work at Town Hall, Near Circuit House, Bikaner ; Implementing Agency : UIT Bikaner",,1500000.0,962321.0,1000000.0,147000000.0,Work partially Completed,Completed,1,2024-10-04,,2026-07-08,2026-01-29,,,482.0,64.15473333333334,-537679.0,-35.84526666666667,537679.0,PAWAN KUMAR SANJAY KUMAR,1,962321.0,962321.0,1,1,100.0,2.0,,,1,None,19.992769128118624,0,12.0,Low,2.5,No material anomaly signal detected.
WS/MP18024/2025,Assam,CHARAIDEO(Deputy Commissioner Charaideo_IDA),GAURAV GOGOI,JORHAT,Normal/Others,"Construction of Community Centre near at Kanubari Bagan Siva Mandir, Bhugbari, Kanubari Bagan, Haridev GP",,200000.0,405950.0,999998.0,147000000.0,Vendor Identification,Completed,1,2024-10-18,,2026-08-27,2026-04-28,,,557.0,202.975,205950.0,102.975,-205950.0,Neog Hardware,1,405950.0,405950.0,1,1,100.0,3.0,,,2,None,14.649613765245192,8,11.99,Low,2.5,expenditure exceeds effective sanctioned amount
WS/MP18338/2024,Telangana,YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA),CHAMALA KIRAN KUMAR REDDY,BHONGIR,Normal/Others,Providing of LED Street Lights in Nagaram (V),,100000.0,,497567.0,147000000.0,Work Completed,Completed,1,2024-10-29,,,2025-07-28,,,272.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,19.891510453122724,0,11.93,Low,2.4,No material anomaly signal detected.
WS/MP745/2024,Tamil Nadu,TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA),K Subbarayan,TIRUPPUR,Normal/Others,"ward no 8, palanissamy nagar,nanthaa nagar naal road near at tiruppur corpration",534121.0,535059.0,,535059.0,147000000.0,Physical Inspection,Completed,1,2024-09-16,2025-03-19,,2025-03-27,184.0,,192.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,19.80463800021402,0,11.88,Low,2.4,No material anomaly signal detected.
WS/MP18031/2026,Bihar,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),ABHAY KUMAR SINHA,AURANGABAD_BR,Normal/Others,Prakhand madanpur antargat shere vihar more war bazar shivganj me solar high mast street light ka adhisthapan,,299000.0,593215.0,,147000000.0,Sanction,,0,2024-10-22,,2026-08-27,,,,,198.39966555183946,294215.0,98.39966555183946,-294215.0,ASSISTANT ENGINEER LAEO IMAMGANJ VIDHAN SABHA,1,593215.0,593215.0,1,1,100.0,1.0,,,1,None,14.359229753429334,8,11.82,Low,2.3,expenditure exceeds effective sanctioned amount
WS/MP353/2024,Kerala,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),Adv Dean Kuriakose,IDUKKI,Normal/Others,"Installation of minimast light (8Mtr,Octogonal pole LED Flood Light 150 Wx5 no.s) at Masjidulslam Jn, Ward 09, Nellikkuzhy GP, Kothamangalam Block",207949.0,207949.0,,215496.0,147000000.0,Physical Inspection,Completed,1,2024-09-30,2025-02-28,,2025-12-01,151.0,,427.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,19.622410030682715,0,11.77,Low,2.2,No material anomaly signal detected.
NA-LIGHTINGOFPUBLICSPACES,Kerala,PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA),Anto Antony,PATHANAMTHITTA,Normal/Others,Providing 8 Meter LED Mini Mast Light at Mandappuzha Puthuval Colony in Ranni- Perunadu Grama Panchayat.(SC),250000.0,250000.0,,,147000000.0,,,0,2024-09-24,,,,,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,19.583103436105148,0,11.75,Low,2.2,No material anomaly signal detected.
WS/MP743/2025,Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),Ganesan Selvam,KANCHEEPURAM(SC),Normal/Others,"Construction of 30000 Ltr OHT Tank at Nemmeli Panchayat, Thirporur Panchayat Union.",1499661.0,750000.0,,1010704.0,186508749.11,Work Completed,Completed,1,2024-09-23,2025-05-15,,2026-08-24,234.0,,700.0,,,,,,0,0.0,0.0,0,0,,,,,1,Delayed Project,10.166057789654225,14,11.7,Low,2.1,project duration is unusually long
WS/MP18108/2025,Madhya Pradesh,SAGAR(DISTRICT COLLECTOR SAGAR_IDA),DR. LATA WANKHEDE,SAGAR,Normal/Others,Sardar Vallabh Bhai Patel chhaatraavaas Bina Zila Sagar me Additional Room Nirman Hetu,,700000.0,713029.0,200000.0,147000000.0,Vendor Identification,Completed,1,2024-11-02,,2026-08-24,2026-03-31,,,514.0,101.86128571428571,13029.0,1.8612857142857142,-13029.0,Sardar Vallabhbhi Patel Samiti,1,713029.0,713029.0,1,1,100.0,4.0,,,2,None,14.012114843760306,8,11.61,Low,2.0,expenditure exceeds effective sanctioned amount
WS/MP632/2024,Kerala,PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA),Anto Antony,PATHANAMTHITTA,Normal/Others,Providing 8 Meter LED Mini Mast Light at Vellarankunnu SC Colony in Ezhamkulam Grama Panchayat (SC),219831.0,500000.0,,286879.0,147000000.0,Sanction,Completed,1,2024-09-24,2025-03-12,,2025-11-07,169.0,,409.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,19.345939720728687,0,11.61,Low,2.0,No material anomaly signal detected.
WS/MP18219/2024,Uttar Pradesh,HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2),AJENDRA SINGH LODHI,HAMIRPUR_UP,Normal/Others,moon light public school kailash patel nagar gohand me do kaksho ka nirman karya,,1000000.0,,1000000.0,147000000.0,Physical Inspection,Completed,1,2025-02-01,,,2025-02-06,,,5.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,19.340979824615495,0,11.6,Low,2.0,No material anomaly signal detected.
WS/MP18205/2024,Uttar Pradesh,BALLIA(DISTRICT MAGISTRAE BALLIA_IDA),SANATAN PANDEY,BALLIA,Normal/Others,Installation of Semi High Mast Lights at different places as per attached recommendation letter. Please ignore Ghazipur letter,,216470.0,216409.0,748674.0,180420041.4,Vendor Identification,Completed,1,2024-10-21,,2025-08-06,2026-02-25,,,492.0,99.9718205755994,-61.0,-0.028179424400609786,61.0,SHRI SAI ENGINEERING WORKS,1,216409.0,216409.0,1,1,100.0,1.0,,,0,None,19.281965442263797,0,11.57,Low,2.0,No material anomaly signal detected.
WS/MP673/2024,Maharashtra,SOLAPUR(DISTRICT COLLECTOR SOLAPUR_IDA),Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,OSMANABAD,Normal/Others,Installing tube-wells and borewells,299942.0,300000.0,,299942.0,184758519.11,Physical Inspection,Completed,1,2024-09-05,2024-10-21,,2025-07-15,46.0,,313.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,18.712982375751476,0,11.23,Low,1.5,No material anomaly signal detected.
WS/MP423/2026,Bihar,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Ramprit Mandal,JHANJHARPUR,Normal/Others,Pandaul Prakhand ke Dahibhat Madhopur west Panchayat ke Salempur Gaw ke ward no 8 me Rajkishor Mishra ke Ghar ke bagal me Sarak Kinare Submersible Pump ka Adhisthapan Karya,200000.0,200000.0,,,147000000.0,Physical Inspection,,0,2024-08-24,2026-04-22,,,606.0,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,17.916403751500013,0,10.75,Low,0.9,No material anomaly signal detected.
WS/MP18271/2025,West Bengal,Cooch Behar(DISTRICT MAGISTRATE COOCHBEHAR_IDA),JAGADISH CHANDRA BARMA BASUNIA,COOCHBEHAR(SC),Normal/Others,"Installation for the single unit Mini High Mast Solar Lightening system with 4x200 WP SPV Module, Four nos 60 W Semi Integrated Street light with 60Ah Li-ion cell at Dinhata Soni Devi Jain High School under Dinhata Municipality of District Coochbehar.",586716.0,586716.0,,,168604641.11,Vendor Identification,,0,2025-02-17,2025-09-11,,,206.0,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,17.83646506466091,0,10.7,Low,0.9,No material anomaly signal detected.
WS/MP18236/2025,Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),CHHOTELAL,ROBERTSGANJ(SC),Normal/Others,Construction of culvert in the middle of village Naudiha Block Nagwa,1000000.0,256000.0,,699144.0,147000000.0,Work partially Completed,Completed,1,2024-09-10,2025-04-02,,2026-08-20,204.0,,709.0,,,,,,0,0.0,0.0,0,0,,,,,1,Delayed Project,8.440224859365223,14,10.66,Low,0.8,project duration is unusually long
WS/MP18048/2024,Chhattisgarh,NARAYANPUR(Collector Narayanpur_IDA),MAHESH KASHYAP,BASTAR(ST),Normal/Others,gram orchha me samudayik bhavan nirman karya,,500000.0,346092.0,898745.0,147000000.0,Vendor Identification,Completed,1,2024-10-04,,2026-06-17,2026-07-29,,,663.0,69.2184,-153908.0,-30.781599999999997,153908.0,GRAM PANCHAYAT MADDED,1,346092.0,346092.0,1,1,100.0,1.0,,,0,None,17.605651558511443,0,10.56,Low,0.7,No material anomaly signal detected.
WS/MP751/2024,Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),S Venkatesan,MADURAI,Normal/Others,Additional Fund for Construction of New Bus Stand at Kottampatti (2024-2025),,2500000.0,,2500000.0,147000000.0,Physical Inspection,Completed,1,2024-10-10,,,2024-11-05,,,26.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,17.58381476232409,0,10.55,Low,0.7,No material anomaly signal detected.
WS/MP18159/2024,Rajasthan,ALWAR(DISTRICT COLLECTOR ALWAR_IDA),BHUPENDER YADAV,ALWAR,Normal/Others,Three phase boring with electrical connection work near Sant Parmeshwar Das Maharaj Beda Ashram in village Naraulkhurd. G.P. Narnaulkhurd P.S. Lachhmangarh City Alwar,1500000.0,1200000.0,,996345.0,147000000.0,Physical Inspection,Completed,1,2024-08-21,2024-12-03,,2026-07-30,104.0,,708.0,,,,,,0,0.0,0.0,0,0,,,,,1,Delayed Project,8.228979298872364,14,10.54,Low,0.7,project duration is unusually long
WS/MP18337/2024,Kerala,THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA),K RADHAKRISHNAN,ALATHUR(SC),Normal/Others,"Purchase of bus to govt.nursing college ,Thrissur with a seating capacity of 44.",2871509.0,2871509.0,,1917000.0,147000000.0,Physical Inspection,Completed,1,2024-09-21,2025-01-15,,2025-10-31,116.0,,405.0,,,,,,0,0.0,0.0,0,0,,,1.0,2500000.0,0,None,17.523643926957426,0,10.51,Low,0.6,No material anomaly signal detected.
WS/MP18263/2024,Karnataka,UDUPI(DEPUTY COMMISSIONER UDUPI_IDA),KOTA SRINIVAS POOJARY,UDUPI CHIKMAGALUR,Normal/Others,"Udupi District, Kundapur Taluk, Hangaluru Gram Panchayat, Sri Shanishwara Temple Road development work.",,498517.0,,498517.0,147000000.0,Physical Inspection,Completed,1,2024-10-28,,,2025-03-28,,,151.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,17.454238604655764,0,10.47,Low,0.6,No material anomaly signal detected.
WS/MP18277/2024,West Bengal,PASCHIM BARDHAMAN(DISTRICT MAGISTRATE PASCHIM BARDHAMAN_IDA),AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,Normal/Others,Installation of Solar High Mast Light At Rajkusum near Hari Mandir Tilakchandrapur GP,,420000.0,398628.0,998312.0,179658399.98,Vendor Identification,Completed,1,2024-10-30,,2026-07-21,2026-01-08,,,435.0,94.91142857142857,-21372.0,-5.088571428571428,21372.0,RANGAMATI ENGINEERS CO OPERATIVE SOCIETY LTD,1,398628.0,398628.0,1,1,100.0,1.0,,,0,None,17.073970917495693,0,10.24,Low,0.3,No material anomaly signal detected.
WS/MP18393/2025,Telangana,SIDDIPET(District Collector Siddipet_IDA),MADHAVANENI RAGHUNANDAN RAO,MEDAK,Repair and Renovation,Repair and renovation to Bar Association Building at Siddipet Town,1250000.0,1000000.0,,500000.0,147000000.0,Work Completed,Completed,1,2024-09-12,2025-09-18,,2025-11-28,371.0,,442.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,16.982957894021606,0,10.19,Low,0.2,No material anomaly signal detected.
WS/MP18336/2025,Chhattisgarh,RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),BRIJMOHAN AGRAWAL,RAIPUR,Normal/Others,ATIRIKTA KAKSHA NIRMAN - BAL GANGADHAR TILAK NAGAR WARD ANTARGAT PRATHAMIK SHAALA ME ATIRIKTA KAKSHA NIRMAN,,500000.0,802008.0,997712.0,153766451.11,Sanction,Completed,1,2024-10-17,,2026-08-17,2026-05-15,,,575.0,160.4016,302008.0,60.4016,-302008.0,GRAM PANCHAYAT LIMTARA,1,802008.0,802008.0,1,1,100.0,3.0,,,2,None,11.533587451836794,8,10.12,Low,0.1,expenditure exceeds effective sanctioned amount
NA-PURCHASEOFIMMOVABLESPORTSEQUIPMENT,West Bengal,Cooch Behar(DISTRICT MAGISTRATE COOCHBEHAR_IDA),JAGADISH CHANDRA BARMA BASUNIA,COOCHBEHAR(SC),Normal/Others,ESTIMATE FOR SUPPLYING WITH INSTALLATION OF PARKING GAME MATERIALS INSTRUMENTS TOYS FOR PANCHAYAT SAMITI PARK WITHIN SITALKUCHI DEV. BLOCK IN THE DISTRICT OF COOCH BEHAR.,1077149.0,1077149.0,,,168604641.11,,,0,2025-03-07,,,,,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,16.78776372560113,0,10.07,Low,0.1,No material anomaly signal detected.
WS/MP740/2025,Tamil Nadu,TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA),Andimuthu Raja,NILGIRIS(SC),Normal/Others,Construction of Anganvadi Building at Tirumurugan poondi Town (Ward No 23),1200000.0,499977.0,,1500000.0,147000000.0,Physical Inspection,Completed,1,2024-09-11,2025-11-27,,2026-03-03,442.0,,538.0,,,,,,0,0.0,0.0,0,0,,,1.0,2500000.0,0,None,16.609946623351643,0,9.97,Low,0.0,No material anomaly signal detected.
WS/MP18180/2025,Tamil Nadu,TIRUCHIRAPPALLI(DISTRICT COLLECTOR TIRUCHIRAPPALLI_IDA),ARUN NEHRU,PERAMBALUR,Normal/Others,Construction of Two Addnl Classrooms for PUPS venkatesapuram in venkatesapuram pt in Thuraiyur Panchayat Union,3460000.0,785000.0,,4349802.0,147000000.0,Work Completed,Completed,1,2024-09-25,2025-06-26,,2026-05-06,274.0,,588.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,16.419937422666706,0,9.85,Low,0.0,No material anomaly signal detected.
NA-CONSTRUCTIONOFBUS-SHEDSORBUS-STOPS,Kerala,PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA),Anto Antony,PATHANAMTHITTA,Normal/Others,Construction of Bus waiting Shed at Placherry Junction.,500000.0,500000.0,,,147000000.0,,,0,2024-09-24,,,,,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,16.20904039431112,0,9.73,Low,0.0,No material anomaly signal detected.
WS/MP348/2024,Kerala,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),Shri Benny Behanan,CHALAKUDY,Normal/Others,"PURCHASE OFSCHOOLBUS TOJAMA-ATH-HSS,THANDEKAD,VENGOLA GP",,2257000.0,,1803729.0,164674770.11,Vendor Identification,Completed,1,2024-10-14,,,2025-09-18,,,339.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,16.136689029814008,0,9.68,Low,0.0,No material anomaly signal detected.
WS/MP352/2025,Kerala,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),Shri Hibi Eden,ERNAKULAM,Normal/Others,Construction of road at eastside of Velluthully Bus Stop in Ward 8 of Kumbalangy Grama Panchayath,1500000.0,1500000.0,,2362903.0,162177260.11,Sanction,Completed,1,2024-10-01,2026-01-15,,2026-07-14,471.0,,651.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,16.11595635795133,0,9.67,Low,0.0,No material anomaly signal detected.
WS/MP641/2025,Madhya Pradesh,BARWANI(DISTRICT COLLECTOR BADWANI_IDA),Gajendra Singh Patel,KHARGONE(ST),Normal/Others,Construction of road in ward 22 at Chunabhatti from police line to main road,500000.0,800000.0,,166026.0,147000000.0,Vendor Identification,Completed,1,2024-08-27,2025-06-06,,2026-08-13,283.0,,716.0,,,,,,0,0.0,0.0,0,0,,,,,1,Delayed Project,6.770416080006196,14,9.66,Low,0.0,project duration is unusually long
WS/MP828/2025,West Bengal,NADIA(DISTRICT MAGISTRATE NADIA_IDA),Jagannath Sarkar,RANAGHAT(SC),Normal/Others,"Construction of Concrete Road from the Pradhanmantri Sadak Yojona Road towards the H/O Ranjit Biswas,Booth-205 under Mayurhat -I GP,Hanskhali Block Development.",,514082.0,793627.0,375771.0,147000000.0,Sanction,Completed,1,2024-11-05,,2026-08-17,2026-02-18,,,470.0,154.37751175882445,279545.0,54.37751175882447,-279545.0,SARASWATI CONSTRUCTION,1,793627.0,793627.0,1,1,100.0,2.0,,,2,None,10.485772565099497,8,9.49,Low,0.0,expenditure exceeds effective sanctioned amount
WS/MP18227/2024,Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DAROGA PRASAD SAROJ,LALGANJ (SC),Normal/Others,Class room ka nirmad kary,,500000.0,,1609758.0,147000000.0,Vendor Identification,Completed,1,2024-10-18,,,2026-03-25,,,523.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,15.79988074126279,0,9.48,Low,0.0,No material anomaly signal detected.
WS/MP18182/2025,Tamil Nadu,TENKASI(DISTRICT COLLECTOR TENKASI_IDA),DR RANI SRI KUMAR,TENKASI(SC),Normal/Others,Conversion of Earthern to Black top Road at Mangammal Salai in Tenkasi Municipality,3100000.0,2000000.0,,1999989.0,153060922.82,Physical Inspection,Completed,1,2024-09-23,2025-04-04,,2026-02-11,193.0,,506.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,15.74783161825509,0,9.45,Low,0.0,No material anomaly signal detected.
WS/MP18253/2024,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),BAPI HALDAR,MATHURAPUR(SC),Normal/Others,"Sinking of tubewell at Narayanpur near Hemanta Baidya house.Dag No-1408,JL No-47",159330.0,500000.0,,199288.0,147000000.0,Physical Inspection,Completed,1,2024-09-17,2024-12-09,,2026-08-27,83.0,,709.0,,,,,,0,0.0,0.0,0,0,,,,,1,Delayed Project,6.334326460919904,14,9.4,Low,0.0,project duration is unusually long
WS/MP747/2024,Tamil Nadu,VIRUDHUNAGAR(DISTRICT COLLECTOR VIRUDHUNAGAR_IDA),Manickam Tagore B,VIRUDHUNAGAR,Normal/Others,"Construction of Community Centre in ward no.20, Kannaki colony at Sivakasi Corporation",2500000.0,2500000.0,,2370415.0,147000000.0,Work partially Completed,Completed,1,2024-09-13,2025-03-25,,2025-12-15,193.0,,458.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,15.515188974900173,0,9.31,Low,0.0,No material anomaly signal detected.
WS/MP394/2025,Tamil Nadu,KANNIYAKUMARI(DISTRICT COLLECTOR KANNIYAKUMARI_IDA),Shri vijayakumar Vasanth,KANNIYAKUMARI,Normal/Others,kottaram peruratchi vilagathil samudhaya nala koodam,2000000.0,1000000.0,,2000000.0,171500000.0,Physical Inspection,Completed,1,2024-08-17,2026-01-13,,2025-11-27,514.0,,467.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,15.355997080538486,0,9.21,Low,0.0,No material anomaly signal detected.
WS/MP18173/2024,Tamil Nadu,TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA),THARANIVENTHAN M S,ARANI,Normal/Others,Purchase of Three wheeler at Disabled person,456670.0,456670.0,,300000.0,168337124.35,Physical Inspection,Completed,1,2024-09-05,2025-03-28,,2026-08-19,204.0,,713.0,,,,,,0,0.0,0.0,0,0,,,,,1,Delayed Project,5.927288248396953,14,9.16,Low,0.0,project duration is unusually long
WS/MP18094/2026,Karnataka,UTTARA KANNADA(DEPUTY COMMISSIONER UTTARKANNADA KARWAR_IDA),VISHWESHWAR HEGDE KAGERI,UTTARA KANNADA,Normal/Others,Construction of Community hall At Saihadri Colony,,700000.0,525000.0,,147000000.0,Vendor Identification,,0,2025-01-08,,2026-08-25,,,,,75.0,-175000.0,-25.0,175000.0,DEPUTY COMMISSIONER AND CHAIRMAN PROJECT MANAGER NIRMITHI KENDRA BELAGAVI,1,525000.0,525000.0,1,1,100.0,1.0,,,0,None,15.201600338389659,0,9.12,Low,0.0,No material anomaly signal detected.
WS/MP423/2024,West Bengal,KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA),Shri Abhishek Banerjee,DIAMOND HARBOUR,Normal/Others,Construction of CC Road with Drain from Holding No. X-64 to X-99 Khaldhari Road. (75 mtr),497670.0,994000.0,,299815.0,147000000.0,Physical Inspection,Completed,1,2024-09-17,2024-12-12,,2026-08-21,86.0,,703.0,,,,,,0,0.0,0.0,0,0,,,,,1,Delayed Project,5.851413704967532,14,9.11,Low,0.0,project duration is unusually long
WS/MP479/2024,West Bengal,BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),Saumitra khan,BISHNUPUR(SC),Normal/Others,"Installation of Solar LED Light with Pole (Lights 24Watt x 2, Pole 7mtr. Octagonal with Manual Ladder, Battery 12.8V,30A H Lithium ferro, Module 150Wp Solar Panel) Total 4 Nos. X 65000/ each",259864.0,649868.0,,447332.0,147000000.0,Physical Inspection,Completed,1,2024-09-10,2024-12-13,,2026-08-10,94.0,,699.0,,,,,,0,0.0,0.0,0,0,,,,,1,Delayed Project,5.700710026040219,14,9.02,Low,0.0,project duration is unusually long
WS/MP410/2024,Assam,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),Pradan Baruah,LAKHIMPUR,Normal/Others,"Construction of Temporary Iron Bridge at Kemi River under MPLADS, for the year 2024-25",3600000.0,1000000.0,,499623.0,147000000.0,Work Completed,Completed,1,2024-09-07,2025-03-19,,2026-01-20,193.0,,500.0,,,,,,0,0.0,0.0,0,0,,,,,0,None,14.820250031817627,0,8.89,Low,0.0,No material anomaly signal detected.
"NA-CONSTRUCTIONOFGOVERNMENTOFFICEBUILDINGS(POSTOFFICE,POLICESTATION,POLICECHAUKI,ETC.)",Kerala,ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA),K. C VENUGOPAL,ALAPPUZHA,Normal/Others,Construction of a building for Health Sub centre in the 18th ward of Thanneermukkam GP,2000000.0,2000000.0,,,147000000.0,,,0,2024-09-06,,,,,,,,,,,,0,0.0,0.0,0,0,,,,,0,None,14.753460960691825,0,8.85,Low,0.0,No material anomaly signal detected.
